Age,Gender,Income,Education,Marital_Status,Employment_Years,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Property_Type,Monthly_Debt,Approved_Flag
61,Male,78496,Not Graduate,Single,12,451440,24,536,2,Rent,1436,P4
40,Male,172619,Graduate,Single,23,123108,12,728,3,Own,397,P1
41,Male,36079,Graduate,Married,27,276930,36,362,0,Own,3498,P4
49,Male,22204,Not Graduate,Single,0,302916,24,769,0,Rent,4037,P4
29,Female,138170,Graduate,Married,14,474405,48,564,1,None,2053,P3
59,Male,99556,Not Graduate,Married,21,171896,48,845,5,Rent,4322,P3
55,Female,65510,Not Graduate,Single,14,378112,36,686,3,Rent,2371,P4
49,Male,104967,Graduate,Single,3,366787,24,708,3,Rent,2392,P3
34,Female,53045,Not Graduate,Married,20,351950,36,381,3,Own,232,P4
36,Male,87336,Not Graduate,Married,12,263590,36,612,4,Own,2617,P4
40,Male,62102,Not Graduate,Married,19,40195,12,706,3,None,2974,P3
50,Male,125549,Graduate,Married,0,136714,48,746,4,Own,2458,P3
56,Female,141254,Graduate,Single,0,282673,24,507,1,Own,2689,P3
51,Female,184672,Graduate,Married,18,208464,36,610,4,Rent,2649,P3
62,Male,32194,Not Graduate,Single,30,96361,60,395,0,Rent,3496,P4
64,Male,78858,Not Graduate,Married,19,347100,12,538,2,None,513,P4
52,Female,67599,Not Graduate,Single,29,233292,36,562,1,Own,2652,P4
37,Female,124267,Not Graduate,Single,26,393645,12,317,0,None,2168,P4
47,Male,115963,Graduate,Single,8,276406,36,805,3,Own,1733,P2
40,Male,177944,Graduate,Married,3,187933,24,654,5,Own,2239,P3
49,Male,185424,Not Graduate,Married,17,58873,60,400,0,Rent,3396,P3
57,Female,159139,Graduate,Married,19,56967,24,794,5,None,4989,P2
37,Female,55804,Not Graduate,Single,23,256038,48,680,5,Rent,1105,P4
43,Male,27332,Graduate,Single,16,179872,12,681,5,Own,243,P4
23,Male,181849,Graduate,Married,28,360514,36,814,0,Rent,1747,P1
54,Male,189703,Not Graduate,Married,26,317083,60,522,5,Own,1561,P3
43,Female,65069,Graduate,Married,18,145732,48,495,2,None,346,P4
41,Male,28396,Graduate,Married,17,381117,24,639,3,None,2480,P4
44,Male,142508,Not Graduate,Married,0,285077,60,789,1,Rent,2591,P2
30,Male,125977,Not Graduate,Married,24,440432,60,747,3,Rent,4237,P3
47,Male,179991,Not Graduate,Single,21,476790,36,733,3,Rent,3493,P3
54,Female,123564,Not Graduate,Married,27,481162,60,721,4,Rent,2306,P3
36,Male,156862,Not Graduate,Single,2,67814,12,319,2,Own,3288,P4
26,Male,161551,Graduate,Married,4,267035,24,570,0,Own,1455,P2
38,Female,21762,Graduate,Married,20,19256,60,495,3,Rent,783,P4
29,Male,46719,Not Graduate,Single,15,440703,60,499,4,None,2676,P4
37,Male,160402,Graduate,Single,18,352789,60,771,0,Own,2484,P1
49,Female,52286,Not Graduate,Married,13,134728,12,518,4,None,1485,P4
26,Female,57103,Not Graduate,Single,19,305601,24,761,4,Rent,4499,P4
54,Male,155379,Graduate,Married,20,282028,48,800,3,None,2742,P1
31,Male,56811,Graduate,Married,5,273935,12,550,5,None,2838,P4
61,Female,46911,Not Graduate,Single,23,271996,60,393,2,Own,3449,P4
53,Male,22427,Graduate,Single,15,492160,60,684,0,Rent,1451,P4
33,Female,104500,Graduate,Married,17,385504,60,775,3,Rent,2654,P3
46,Female,134626,Not Graduate,Single,19,204237,60,523,3,None,4483,P4
25,Male,151697,Graduate,Single,23,387696,24,407,5,Own,3048,P4
25,Female,183004,Graduate,Married,9,74794,60,586,1,Rent,4259,P3
64,Male,137224,Not Graduate,Married,0,146245,24,840,0,None,193,P2
57,Female,156160,Not Graduate,Married,5,63084,12,584,4,Own,3602,P3
27,Male,57908,Graduate,Married,29,443502,24,547,1,Own,3294,P4
33,Male,81279,Not Graduate,Single,6,16802,48,542,1,Own,4489,P4
29,Female,74713,Not Graduate,Married,7,446289,60,704,4,Own,4849,P4
38,Female,31706,Graduate,Married,26,416974,48,487,1,Rent,696,P4
34,Male,194416,Graduate,Married,7,474380,24,701,4,Own,2458,P3
35,Female,63427,Not Graduate,Married,14,384121,48,843,1,Rent,4663,P3
44,Male,100761,Graduate,Single,11,231534,36,725,3,Own,4014,P3
29,Male,84250,Not Graduate,Married,20,406731,36,811,3,None,506,P3
60,Male,28002,Not Graduate,Married,18,493771,24,734,3,Own,2745,P4
53,Male,182603,Graduate,Married,15,446788,12,764,1,Rent,1742,P1
55,Female,59525,Not Graduate,Single,15,393531,24,321,0,Own,3520,P4
28,Female,38075,Graduate,Single,25,384539,60,494,3,Rent,2564,P4
52,Female,81638,Not Graduate,Single,18,328328,36,450,2,Own,1549,P4
58,Male,45878,Graduate,Married,15,446439,12,775,5,Rent,2086,P4
28,Female,199909,Not Graduate,Married,27,218968,24,426,5,Own,4835,P4
54,Male,54019,Graduate,Single,2,252891,36,833,0,Own,1829,P3
37,Female,74484,Not Graduate,Single,25,422004,36,684,2,Rent,1075,P4
56,Female,68814,Not Graduate,Married,6,134912,48,368,2,Own,562,P4
42,Female,24751,Graduate,Single,10,383248,36,676,2,None,795,P4
57,Female,22321,Graduate,Married,0,59637,12,488,4,Rent,266,P4
27,Male,112326,Not Graduate,Married,17,294851,36,463,2,Own,227,P4
38,Female,61890,Not Graduate,Single,25,22253,12,847,0,None,2667,P2
33,Female,35049,Graduate,Married,11,498588,36,737,2,Own,2706,P4
32,Male,72448,Graduate,Single,20,421791,36,720,4,None,3979,P4
34,Female,69332,Not Graduate,Single,12,128483,24,471,2,Own,3095,P4
38,Male,96334,Graduate,Single,23,79350,48,665,1,Rent,957,P2
26,Male,198629,Not Graduate,Married,30,322668,48,488,4,None,3248,P4
52,Female,75240,Graduate,Single,22,451301,24,632,0,Own,2217,P3
45,Female,146835,Graduate,Single,10,163958,36,519,2,Rent,861,P3
58,Male,158327,Not Graduate,Married,25,480951,36,635,0,Own,3251,P3
52,Female,29120,Graduate,Married,1,231632,36,710,3,Rent,3257,P4
27,Female,110237,Not Graduate,Married,30,223658,36,473,5,Own,2115,P4
24,Male,100764,Not Graduate,Married,26,172778,24,306,2,Own,825,P4
40,Male,111385,Graduate,Single,20,138988,12,353,5,Own,148,P4
42,Male,50894,Graduate,Married,19,170605,12,799,5,Rent,3775,P4
31,Female,103712,Graduate,Single,7,90612,12,828,4,None,779,P3
56,Male,42130,Not Graduate,Married,13,191529,60,681,1,None,1376,P4
47,Female,190249,Not Graduate,Married,3,148440,12,358,0,Rent,3378,P4
54,Female,125672,Not Graduate,Single,10,33056,60,623,0,None,2110,P3
25,Female,26212,Graduate,Married,18,184489,60,538,2,None,4105,P4
57,Male,111018,Graduate,Married,11,24731,24,430,2,Rent,1836,P4
30,Male,186741,Graduate,Married,23,94585,36,508,1,Own,4461,P2
41,Female,153716,Not Graduate,Married,26,363837,24,732,5,Rent,1838,P3
40,Female,69131,Graduate,Married,17,17456,24,848,4,Own,413,P1
57,Male,180616,Graduate,Single,10,158900,24,780,4,None,3605,P2
33,Female,53394,Graduate,Married,9,343673,24,412,3,Rent,3301,P4
31,Female,64402,Graduate,Single,16,15501,48,576,3,Own,4989,P3
36,Female,47899,Not Graduate,Single,22,369984,36,591,5,None,496,P4
37,Male,186139,Not Graduate,Married,3,45333,12,461,2,Own,2637,P3
29,Female,149044,Not Graduate,Married,13,32325,24,539,0,None,3549,P3
28,Female,113239,Graduate,Married,13,101945,60,509,1,None,2005,P3
31,Female,140225,Not Graduate,Single,8,430874,60,338,1,Rent,1311,P4
42,Male,66590,Graduate,Married,7,28865,12,529,5,Rent,1468,P4
36,Female,32718,Not Graduate,Married,26,53870,36,500,3,Own,53,P4
38,Male,172242,Not Graduate,Married,13,473343,60,468,2,Rent,3123,P4
53,Female,193559,Graduate,Married,17,306985,12,638,0,None,3892,P2
31,Male,26395,Not Graduate,Single,1,286339,12,692,4,Own,2256,P4
61,Male,29303,Graduate,Married,8,25007,24,325,3,Own,196,P4
54,Male,120712,Graduate,Married,6,200042,24,488,4,Own,3864,P4
28,Male,27744,Graduate,Married,10,290319,60,317,0,Rent,4542,P4
35,Male,149892,Graduate,Single,26,268693,24,752,3,Rent,3034,P2
29,Male,190164,Not Graduate,Single,17,263055,24,810,2,Own,435,P1
33,Female,70396,Not Graduate,Married,27,60846,24,555,1,Own,2060,P3
37,Male,72983,Not Graduate,Married,13,494504,24,820,1,None,2845,P4
26,Female,175429,Not Graduate,Single,23,352414,60,646,1,Own,4766,P2
21,Male,84113,Not Graduate,Married,4,124578,12,778,4,Own,2496,P3
40,Female,63251,Graduate,Married,25,484948,36,822,0,Own,56,P3
52,Male,35170,Graduate,Married,18,154238,48,623,5,Rent,3522,P4
34,Female,171178,Graduate,Married,1,69675,12,545,5,Own,3448,P3
59,Male,186664,Not Graduate,Married,21,447047,12,708,5,Own,1177,P3
37,Male,34138,Not Graduate,Married,14,80537,60,393,5,Rent,2054,P4
61,Female,164531,Not Graduate,Married,0,35127,24,463,1,Own,214,P3
31,Female,48787,Graduate,Married,26,316189,24,603,2,None,608,P4
45,Male,44995,Graduate,Married,16,135692,24,410,0,None,1555,P4
55,Female,88577,Not Graduate,Married,18,80205,12,573,5,Rent,463,P4
23,Male,98604,Graduate,Married,17,55667,12,771,4,Rent,1380,P2
62,Male,173730,Not Graduate,Single,2,67396,12,731,0,Own,3247,P2
37,Male,145955,Graduate,Single,10,480686,36,791,5,Rent,1913,P3
43,Female,46025,Graduate,Single,21,336890,36,773,0,Own,739,P2
49,Male,125133,Not Graduate,Married,10,422201,24,483,4,Rent,3122,P4
49,Male,177579,Not Graduate,Married,27,311236,60,692,0,Own,4281,P2
22,Male,139179,Not Graduate,Married,9,273955,24,504,4,Rent,2952,P4
60,Female,61351,Graduate,Single,14,112780,12,835,5,Own,1554,P2
49,Male,43190,Graduate,Married,13,483817,12,397,5,Rent,4034,P4
65,Female,101451,Not Graduate,Married,0,412474,48,448,0,Own,1719,P4
42,Female,104995,Not Graduate,Single,25,266515,36,818,0,Own,76,P2
48,Female,83492,Graduate,Married,4,57099,24,431,0,Rent,3301,P4
40,Female,39667,Not Graduate,Married,14,381273,24,641,4,Rent,3594,P4
61,Male,41262,Graduate,Married,28,169624,24,460,1,None,1101,P4
58,Male,115217,Graduate,Single,30,108534,36,456,2,Own,1885,P3
61,Female,189976,Not Graduate,Single,7,370740,48,669,2,Own,35,P2
43,Male,127629,Not Graduate,Married,11,419382,48,737,2,Rent,2350,P3
56,Male,98872,Graduate,Single,17,308881,48,428,2,Own,2229,P4
37,Male,187632,Graduate,Married,21,41614,12,841,2,None,1290,P1
41,Female,144260,Not Graduate,Married,7,302035,36,348,1,Own,2639,P4
55,Female,149225,Not Graduate,Single,17,459839,48,355,2,None,3395,P4
24,Male,123548,Not Graduate,Single,25,344706,24,838,4,Rent,2229,P2
52,Female,157320,Graduate,Single,23,136409,36,330,0,Own,3979,P3
21,Female,110309,Not Graduate,Single,25,324999,12,473,5,Rent,2290,P4
47,Female,131972,Not Graduate,Married,27,128253,60,366,2,Rent,2046,P4
42,Female,130984,Graduate,Married,26,437764,48,422,1,Rent,3329,P4
42,Female,155477,Graduate,Married,15,423669,48,340,2,Own,856,P4
43,Male,181702,Not Graduate,Married,30,286540,36,497,5,Rent,4229,P3
43,Female,72968,Not Graduate,Married,15,71953,48,462,4,Rent,3025,P4
39,Male,145876,Not Graduate,Married,21,203636,36,387,4,Rent,1827,P4
41,Male,25698,Not Graduate,Married,29,64801,60,695,1,Rent,1172,P3
46,Female,115846,Not Graduate,Single,1,384214,24,319,5,None,3951,P4
55,Female,181768,Graduate,Married,28,341925,60,561,4,Rent,69,P3
45,Male,136134,Graduate,Married,25,133323,48,468,0,Rent,313,P3
49,Female,68185,Not Graduate,Single,30,428849,60,658,2,Own,3039,P4
58,Male,129151,Graduate,Single,23,380998,12,486,5,Own,2401,P4
65,Male,84394,Graduate,Married,4,468510,36,560,3,Own,859,P4
25,Male,97962,Not Graduate,Single,9,143592,48,746,3,Rent,1881,P3
53,Female,61057,Graduate,Single,0,91481,48,379,2,Rent,3915,P4
31,Male,132458,Not Graduate,Single,18,242788,48,540,0,Own,2330,P3
29,Male,55701,Graduate,Married,13,136247,48,609,5,Rent,2641,P4
56,Female,99843,Graduate,Married,14,370901,24,705,4,Own,457,P3
24,Male,189065,Graduate,Single,22,215610,60,595,1,Own,3606,P2
59,Female,156371,Not Graduate,Married,25,315691,36,705,1,Own,694,P2
55,Male,94584,Not Graduate,Single,2,90028,60,738,3,Rent,1167,P3
65,Male,194405,Graduate,Single,28,47416,36,734,4,Own,1467,P1
51,Female,22510,Graduate,Single,11,469122,36,639,0,Own,2155,P4
60,Male,192776,Graduate,Single,23,226047,36,806,3,Rent,1367,P2
26,Male,83384,Not Graduate,Married,18,73985,60,312,5,Rent,4079,P4
61,Male,167733,Not Graduate,Single,13,406869,60,574,2,Rent,1925,P3
28,Male,190554,Not Graduate,Single,6,70696,36,741,0,Own,177,P2
35,Male,128317,Graduate,Married,5,498399,36,357,0,Own,2286,P4
26,Male,129889,Not Graduate,Single,22,196096,12,750,0,Own,616,P2
39,Female,154880,Graduate,Single,9,236065,12,321,5,Own,1106,P4
54,Male,63154,Graduate,Single,7,133377,48,733,2,Rent,2957,P3
33,Male,52048,Graduate,Married,0,47533,24,402,0,Rent,3096,P4
57,Male,81860,Graduate,Married,26,207348,36,667,5,None,3333,P3
48,Female,106223,Graduate,Single,12,186262,48,756,4,None,1879,P3
49,Female,153718,Not Graduate,Married,10,226784,24,748,0,Own,4190,P2
63,Female,66315,Graduate,Single,11,247512,24,616,4,Own,300,P4
40,Male,121661,Not Graduate,Married,18,317150,12,800,1,None,1896,P2
36,Female,20629,Not Graduate,Married,14,41347,48,377,0,Own,1218,P4
65,Male,25566,Not Graduate,Married,16,184475,36,430,0,Rent,206,P4
46,Female,194013,Graduate,Single,8,432809,12,373,3,Rent,2801,P4
48,Male,173053,Not Graduate,Married,9,476146,36,696,5,Rent,284,P3
34,Male,175493,Graduate,Single,26,271702,12,791,5,Own,3034,P1
30,Female,79169,Graduate,Single,13,186255,48,812,4,Own,4275,P3
28,Male,112466,Graduate,Single,30,210977,24,586,5,Own,3999,P3
31,Male,141447,Not Graduate,Married,26,392186,24,372,1,Own,3406,P4
29,Male,65747,Not Graduate,Married,22,201606,60,394,0,Own,1227,P4
54,Female,154001,Not Graduate,Single,16,472731,48,645,0,Rent,3268,P3
23,Female,144736,Not Graduate,Married,25,19012,48,794,1,Rent,2811,P1
49,Female,93308,Graduate,Married,1,304945,48,844,4,Own,2471,P3
63,Female,98264,Not Graduate,Single,15,261843,36,697,0,Own,2381,P3
55,Male,75323,Not Graduate,Married,22,228546,12,785,2,None,709,P3
39,Male,164603,Graduate,Married,3,240410,24,563,4,Own,4243,P3
23,Male,197643,Not Graduate,Single,5,83636,60,408,5,Own,4183,P4
58,Male,199914,Not Graduate,Married,2,176213,60,556,0,Rent,3650,P3
21,Male,158852,Graduate,Married,15,179940,48,354,1,Own,2739,P3
51,Male,82835,Graduate,Married,16,331045,60,670,0,Own,660,P3
51,Male,160595,Graduate,Single,14,301121,60,481,0,Own,3173,P3
29,Female,63992,Not Graduate,Single,1,208461,24,486,2,None,4794,P4
54,Male,181384,Graduate,Single,15,261063,48,301,1,Rent,663,P4
28,Female,68129,Graduate,Single,27,288023,48,850,5,Rent,1776,P3
31,Male,92516,Not Graduate,Married,0,28353,12,535,2,None,4530,P4
57,Female,36802,Not Graduate,Single,24,443096,60,732,1,Rent,4773,P4
65,Female,34644,Not Graduate,Married,8,446747,36,586,2,Own,2229,P4
32,Female,90928,Not Graduate,Single,2,185124,24,653,4,Rent,1426,P4
62,Male,119036,Graduate,Single,1,381726,36,557,2,Rent,1434,P3
62,Male,23136,Graduate,Married,0,201972,24,678,0,Own,2345,P4
55,Female,172311,Not Graduate,Single,12,38472,24,410,2,Rent,1597,P4
27,Female,40591,Graduate,Single,15,433623,36,848,3,Own,2752,P3
34,Male,199713,Not Graduate,Married,19,137494,60,535,1,Own,398,P2
51,Female,68905,Not Graduate,Single,2,182256,36,305,3,Own,318,P4
65,Male,88219,Not Graduate,Single,20,289995,24,824,1,Own,23,P2
57,Male,48775,Not Graduate,Married,22,222485,48,312,5,None,3579,P4
39,Male,168397,Not Graduate,Married,2,136577,24,560,5,Rent,4618,P4
31,Female,151789,Not Graduate,Single,20,401402,36,732,4,Own,523,P2
64,Female,34139,Graduate,Married,3,181228,24,504,5,Rent,4575,P4
33,Male,39008,Graduate,Married,13,297974,24,415,0,Rent,820,P4
36,Female,129642,Graduate,Single,20,334416,24,432,3,Rent,240,P4
64,Female,175879,Not Graduate,Single,26,467274,24,677,2,Rent,1451,P2
46,Male,39766,Graduate,Married,16,242069,60,616,4,Rent,1463,P4
32,Female,59800,Graduate,Married,13,237978,48,577,0,Own,4804,P4
21,Female,118162,Not Graduate,Single,25,456995,48,583,1,Rent,562,P3
40,Female,39546,Graduate,Married,6,242118,12,475,1,Rent,4866,P4
65,Male,74820,Not Graduate,Single,6,152431,12,815,3,None,4310,P3
40,Female,21819,Graduate,Single,14,26249,24,427,5,None,2447,P4
52,Male,109848,Graduate,Married,3,165795,60,761,5,None,3365,P3
32,Male,148737,Graduate,Single,0,102665,12,727,2,Own,2667,P2
55,Female,94156,Graduate,Single,11,155881,48,303,0,None,4551,P4
55,Female,66191,Not Graduate,Single,4,272300,60,394,5,Rent,1059,P4
48,Female,96385,Not Graduate,Married,19,264792,24,604,3,Own,4779,P4
55,Female,111710,Not Graduate,Married,17,97619,12,387,0,None,2090,P4
47,Female,49829,Not Graduate,Single,15,234729,12,769,3,None,4661,P4
38,Female,52727,Not Graduate,Single,15,229524,12,543,5,Rent,4923,P4
54,Male,197354,Not Graduate,Single,3,26201,60,761,5,Own,4240,P2
58,Female,150132,Graduate,Married,12,145242,48,365,5,Own,3954,P4
58,Male,42569,Graduate,Married,2,362758,48,313,5,None,2174,P4
30,Male,74245,Not Graduate,Married,11,15302,12,653,3,None,3487,P4
51,Female,94147,Not Graduate,Single,21,153958,60,741,3,Own,1223,P3
21,Female,52617,Graduate,Single,30,240179,48,846,0,Own,1392,P2
46,Male,173297,Graduate,Single,9,87420,60,733,3,Rent,3707,P2
46,Female,189306,Graduate,Married,8,324904,24,712,5,Own,3816,P2
37,Female,64079,Graduate,Single,20,359310,12,331,4,Rent,1307,P4
65,Male,22978,Not Graduate,Married,28,172426,60,632,5,None,4833,P4
60,Female,68055,Graduate,Married,9,118959,12,693,1,Own,3411,P3
22,Male,124856,Not Graduate,Married,25,389381,12,517,1,Rent,4940,P4
30,Female,165530,Not Graduate,Married,9,111448,12,850,5,Rent,2394,P2
30,Female,81118,Graduate,Single,19,77296,12,844,5,Own,2999,P2
61,Female,69201,Not Graduate,Single,6,21341,36,771,3,Rent,3262,P3
44,Female,64795,Not Graduate,Married,8,50189,24,784,5,Rent,803,P3
53,Female,20516,Graduate,Married,30,436451,60,612,4,Rent,1398,P4
57,Female,22523,Graduate,Married,12,467747,60,752,1,Rent,4821,P4
55,Male,97024,Not Graduate,Single,0,275210,12,339,3,None,3369,P4
25,Male,131160,Graduate,Married,23,461220,60,426,2,Own,2707,P4
27,Male,22256,Graduate,Married,3,354915,12,665,4,None,13,P4
38,Female,56050,Graduate,Married,3,206239,24,368,2,Rent,191,P4
36,Female,183763,Graduate,Single,25,358071,48,747,1,Own,2783,P1
54,Male,198213,Not Graduate,Married,10,212866,24,398,2,Own,407,P3
28,Male,135527,Graduate,Married,4,481159,12,492,2,Own,711,P4
37,Female,113901,Not Graduate,Married,30,426263,12,442,5,Rent,2886,P4
31,Female,124943,Graduate,Married,8,423153,48,598,0,None,4805,P3
29,Male,86687,Not Graduate,Married,19,267608,24,345,5,Rent,4177,P4
28,Female,56286,Graduate,Married,8,261551,24,747,1,Own,2327,P4
29,Female,87670,Not Graduate,Single,18,62971,24,789,1,Own,4708,P2
46,Female,145991,Not Graduate,Married,21,328109,60,711,2,Rent,3030,P3
39,Female,139273,Graduate,Married,23,61862,60,402,3,None,4723,P4
40,Female,141906,Not Graduate,Single,12,272536,60,460,5,Rent,1188,P4
42,Female,129570,Graduate,Married,19,69909,12,424,3,Own,2893,P3
54,Female,30883,Not Graduate,Married,26,240606,24,631,0,Own,4613,P4
59,Female,132764,Not Graduate,Married,26,391479,60,789,2,Own,4908,P2
44,Male,178553,Graduate,Married,23,157642,36,784,5,Rent,4301,P2
49,Male,136801,Graduate,Married,12,302939,12,827,4,Own,748,P2
54,Male,124294,Graduate,Single,16,133675,24,679,1,Own,3095,P2
52,Female,60311,Not Graduate,Married,29,153384,60,422,3,None,473,P4
27,Male,162644,Not Graduate,Single,7,95494,60,519,4,Rent,1914,P3
65,Female,101283,Graduate,Single,21,85226,36,462,1,None,151,P3
28,Male,67324,Graduate,Married,24,189163,12,335,3,Rent,3797,P4
39,Male,108172,Graduate,Single,14,66114,12,740,2,Own,3871,P2
50,Male,41968,Not Graduate,Married,26,446308,24,618,1,Own,462,P4
39,Female,186752,Graduate,Married,13,371987,48,834,5,Rent,4583,P2
31,Male,146441,Graduate,Single,25,114708,60,763,1,Rent,4197,P2
62,Female,78779,Not Graduate,Married,19,443502,24,657,1,Rent,4200,P4
24,Female,162899,Graduate,Single,1,185837,60,324,0,None,2236,P4
32,Female,29751,Not Graduate,Married,25,267884,60,543,2,Rent,4699,P4
65,Male,89486,Graduate,Married,21,350997,60,561,3,Rent,4916,P4
53,Female,137249,Graduate,Married,6,387492,48,671,5,Own,2740,P3
24,Female,24264,Not Graduate,Married,21,8835,36,612,4,Own,1892,P4
54,Male,147571,Graduate,Married,15,145148,60,729,5,Rent,3815,P2
64,Male,167286,Graduate,Married,29,171614,48,312,5,Own,220,P4
25,Female,126944,Not Graduate,Married,9,294904,60,362,4,None,1683,P4
39,Female,57097,Not Graduate,Married,8,436842,36,824,5,Rent,21,P4
42,Male,154835,Not Graduate,Single,1,221829,24,539,1,Own,3833,P3
26,Male,81026,Graduate,Married,24,234430,36,753,4,Rent,215,P3
30,Male,152462,Graduate,Married,30,48408,36,772,3,Rent,3765,P2
28,Female,133082,Graduate,Single,21,265416,24,366,2,Own,2828,P4
29,Male,36813,Not Graduate,Single,11,246247,48,688,3,Rent,2178,P4
39,Male,37991,Not Graduate,Single,27,320159,48,395,4,Rent,3155,P4
41,Male,22729,Graduate,Single,7,424160,24,384,2,Rent,218,P4
31,Male,32959,Not Graduate,Married,21,285757,24,434,5,Own,4056,P4
34,Male,73938,Graduate,Married,18,30632,36,716,0,Rent,1331,P2
29,Male,24626,Not Graduate,Single,26,409535,24,351,1,Rent,4213,P4
56,Female,188925,Graduate,Married,30,241167,24,667,2,Own,4426,P2
30,Female,184996,Graduate,Single,11,245821,24,510,4,Own,2754,P3
61,Male,51069,Not Graduate,Married,2,437266,48,445,3,Rent,2936,P4
45,Male,76049,Not Graduate,Single,4,296952,36,432,5,Own,4618,P4
57,Male,153595,Graduate,Single,22,396086,24,489,5,None,2025,P4
49,Female,138919,Graduate,Married,11,440662,12,492,2,Own,1988,P3
32,Male,124692,Not Graduate,Married,4,249258,12,473,4,Rent,4737,P4
48,Male,198063,Graduate,Single,25,491316,48,585,1,None,2019,P2
33,Female,133363,Not Graduate,Single,20,89815,60,847,0,Own,1832,P2
26,Male,140501,Not Graduate,Single,4,436277,24,548,2,Rent,29,P4
32,Male,110376,Graduate,Single,22,425021,60,401,1,Own,1640,P4
